year,weight_class,round,winner,winner_school,win_method,score,loser,loser_school
2021,123,Round of 32,Jasmine Hernandez,,VFA,0:30 6-0,Akemi Garcia,
2021,116,Round of 32,Breanna Mestas,,VSU,11-0 3:59,Stephanie Blankenship,Warner Pacific (W)
2021,101,Consi of 16 #2,Destiny Shelton,,VSU1,13-2 3:08,Ella Whitaker,
2021,123,Round of 32,Tara Othman,,VSU,10-0 2:05,Avery Thomason,
2021,109,Round of 16,Jaine Stephens,,VFA,3:43 12-2,Mia Arceneaux,
2021,123,Round of 32,Isabella Gonzalez,Grand View (W),VSU1,12-1 4:48,Korissa VanOver,
2021,101,Round of 16,Devyn Gomez,,VFA,5:12 10-6,Elizabeth Dosado,
2021,116,Round of 32,Charlotte Fowler,,VPO1,4-2,Carolina Johnson,
2021,109,Round of 16,Kory Phillips,,VPO1,6-6,Chloe Krebsbach,
2021,130,Round of 16,Angela Vitiritti,,VFA,1:40 6-0,Xylia Warner,
2021,123,Round of 32,Jasmin Davis,Wayland Baptist (W),VSU,10-0 4:23,Alisha	Van Scoy,St. Mary (W)
2021,130,Round of 16,De'anna Prince,,VSU,10-0 0:49,Autumn Barela,Central Methodist (W)
2021,130,Round of 16,Macy Higa,Eastern Oregon (W),VSU,10-0 1:27,Sydney Lewis,Indiana Tech
2021,101,Round of 16,Madison Brown,,VFA,4:21 8-4,Whitley Blake,Indiana Tech
2021,116,Round of 32,Alyssa Schuller,,VFA,5:22 8-4,Raven Guidry,
2021,109,Round of 16,McKayla Campbell,,VFA,0:21 4-0,Claire Payne,
2021,130,Round of 16,Karoline Ortiz,,VPO1,4-3,Riley Dalrymple,
2021,123,Round of 32,Jacqueline Ghent,Campbellsville (W),VFO,0-0,Katy Figueroa,
2021,109,Round of 32,Rayana Sahagun,,VSU,10-0 1:27,Salem Scobee,
2021,123,Round of 32,Geneva Winston,Brewton Parker (W),VPO1,8-4,Anjelynn Baron,
2021,109,Round of 32,Korigan Wilkey,,VFA,13-2,Melanie Salazar,Simpson (W)
2021,101,Round of 16,Esther Walker,,VFA,3:58 12-6,Caryssa Aguirre,Wayland Baptist (W)
2021,116,Round of 32,Aphrodite Ayala,Simpson (W),VPO1,8-7,JoNiesha Kennedy,Ottawa (W)
2021,109,Round of 32,Katalina Bartelt,,VSU,10-0 4:10,Lisa Megargee,Eastern Oregon (W)
2021,123,Round of 32,Olivia Branson,Baker (W),VFO,0-0,Kaelyn Siason,Providence (W)
2021,130,Round of 16,Bridgette Duty,Cumberlands (W),VFA,3:39 12-1,Teya Villalpando,St. Mary (W)
2021,101,Round of 16,Ivy Navarro,Providence (W),VSU,10-0 0:49,Karly Scott,Southern Oregon (W)
2021,101,Round of 16,Esthella Trevino,,VSU,10-0 1:30,Destiny Shelton,Indiana Tech
2021,123,Round of 32,Katlyn Pizzo,,VFA,0:19 2-2,Marissa Burt,Jamestown (W)
2021,109,Round of 32,Emma Cochran,,VPO1,7-2,Jessienna Burkett-Erice,Lyon (W)
2021,123,Round of 32,Ashley Whetzal,,VFA,1:29 4-2,Mami Selemani,William Penn
2021,101,Round of 16,Kassidy Ramirez,,VFA,3:23 4-4,Chalimar Rodriguez,William Penn
2021,116,Round of 32,Stefana Jelacic,,VSU,11-0 1:12,Cora Johnson,Central Methodist (W)
2021,123,Round of 32,Alesandra Burgos,Brewton Parker (W),VPO,8-0,Maria Lopez-Garcia,
2021,130,Round of 32,Mea Mohler,,VSU,10-0 1:17,Kami Fiordalis,York (W)
2021,116,Round of 32,Cierra Broukal,,VPO1,6-4,jasmine alexander,
2021,101,Round of 16,Alaura Couch,Grand View (W),VSU,10-0 3:28,Brooke Burrows,Corban
2021,130,Round of 32,Jordynn Robson,,VSU,12-0 2:51,Lindsay Mills,Missouri Baptist (W)
2021,109,Round of 32,Savannah Kiddoo,,VSU,12-0 3:09,Alexandra Martinez,
2021,123,Round of 32,Glory Konecny,,VPO1,9-3,Prethy Enriquez,Midland (W)
2021,101,Round of 16,Nina Pham,Wayland Baptist (W),VSU,10-0 1:42,Angelina Casteneda,
2021,116,Round of 32,Riley Horvath,,VPO1,10-2,Daviona Bonner,
2021,130,Round of 32,Alexandra Baudhuin,,VSU,10-0 2:56,Emily Alderman,
2021,101,Round of 32,Devyn Gomez,,VSU,10-0 0:46,Audree Garcia,Central Christian (W)
2021,109,Round of 32,Asia Ray,,VSU,10-0 0:43,Michaela Childs,Oklahoma City (W)
2021,101,Round of 32,Madison Brown,,VPO1,12-5,Gabriela Garcia,
2021,109,Round of 32,Tehani Soares,,VFA,1:36 6-0,Alessia Cokeley,
2021,130,Round of 32,Diana Dzasezeva,,VSU,10-0 0:54,Willow Barnes,Missouri Valley (W)
2021,123,Round of 32,Nichole Moore,,VSU,11-0 0:35,Jocelyn Hernandez,
2021,109,Round of 32,Lillianna Campbell,,VFA,1:05 6-0,Laura Lincoln,
2021,130,Round of 32,Xylia Warner,,VPO1,13-9,Cassidy Anderson,
2021,123,Round of 32,Theresa Rankin,,VPO1,7-4,Rebekah Cordova,
2021,116,Round of 32,Serenity Durham Goree,,VSU,10-0 4:41,Emma De Brum,
2021,109,Round of 32,Jaine Stephens,,VFA,2:09 6-2,Ann Marie	Hidalgo,
2021,101,Round of 32,Esther Walker,,VFA,0:16 6-0,Angelique Cervantes,Life Pacific (W)
2021,101,Round of 32,Ivy Navarro,Providence (W),VSU,10-0 1:05,Ella Whitaker,
2021,109,Round of 32,Kory Phillips,,VSU1,14-1 1:40,Abigail Halstead,
2021,101,Round of 32,Chalimar Rodriguez,William Penn,VPO1,11-6,Unity Cordova,
2021,116,Round of 32,Arianna Marrufo,,VFA,2:58 6-2,Sydney McGhee,
2021,123,Round of 32,Samantha Weeks,,VSU1,12-1 3:55,Jenny Castaneda,
2021,130,Round of 32,De'anna Prince,,VSU,10-0 0:24,Brooke Cicierski,
2021,109,Round of 32,Chloe Krebsbach,,VSU1,14-2 2:41,Lana Hunt,
2021,130,Round of 32,Macy Higa,,VSU,10-0 1:50,MikaRae Mauldin,
2021,116,Round of 32,Katherine Heath,,VPO1,8-4,Brooklyn Hermel,
2021,123,Round of 32,Kendall Martin,,VSU,10-0 1:32,Gigi Loza,
2021,109,Round of 32,Claire Payne,,VFA,3:35 8-3,Nayeli Flores,
2021,101,Round of 32,Alaura Couch,Grand View (W),VSU,10-0 2:58,Kylie Marlin,
2021,130,Round of 32,Karoline Ortiz,,VSU1,12-2 1:52,Marlene Avila,
2021,130,Round of 32,Bridgette Duty,Cumberlands (W),VSU,10-0 0:51,Corinne Robertson,
2021,101,Round of 32,Nina Pham,Wayland Baptist (W),VSU,10-0 1:19,Ira Navarro,
2021,109,Round of 32,McKayla Campbell,,VFA,1:15 6-0,Mattalynn Meek,
2021,123,Round of 32,Julia Vidallon,,VSU,10-0 0:31,Baylie Koonce,
2021,101,Consi of 16 #1,Unity Cordova,Life (W),BYE,,,
2021,191,Consi of 16 #2,Natalia Villegas,Grand View (W),BYE,,,
2021,170,Round of 32,Jennifer Curry,,BYE,,,
2021,191,Consi of 16 #1,,,BYE,,,
2021,101,Consi of 16 #2,Karly Scott,Southern Oregon (W),BYE,,,
2021,130,Round of 32,Sydney Lewis,Indiana Tech,BYE,,,
2021,191,Round of 32,Nkechinyere Nwankwo,,BYE,,,
2021,101,Consi of 16 #1,Kylie Marlin,York (W),BYE,,,
2021,191,Consi of 16 #1,Triniya Walker,Central Methodist (W),BYE,,,
2021,191,Round of 32,Kelani Corbett,,BYE,,,
2021,109,Round of 32,Kassidy Leiszler,,BYE,,,
2021,143,Round of 32,Jordan Suarez,,BYE,,,
2021,101,Round of 32,Elizabeth Dosado,Cumberlands (W),BYE,,,
2021,143,Consi of 16 #1,Ivy Kraght,Corban,BYE,,,
2021,101,Consi of 16 #1,Gabriela Garcia,Brewton Parker (W),BYE,,,
2021,116,Consi of 16 #1,Carolina Johnson,,BYE,,,
2021,136,Consi of 16 #1,Lyric Gonsalves,Ottawa (W),BYE,,,
2021,136,Round of 32,Amy Fuller,Hastings,BYE,,,
2021,170,Round of 32,Sierra Talmadge,,BYE,,,
2021,143,Consi of 16 #1,Kailee Godinez,,BYE,,,
2021,155,Consi of 16 #1,Salima Omari,William Penn,BYE,,,
2021,155,Round of 32,Beyonce Garcia,,BYE,,,
2021,130,Round of 32,Angela Vitiritti,,BYE,,,
2021,116,Consi of 16 #1,Sydney McGhee,Missouri Baptist (W),BYE,,,
2021,136,Consi of 16 #1,Hailey Budney,,BYE,,,
2021,130,Consi of 16 #1,Marlene Avila,,BYE,,,
2021,191,Round of 32,Rayana Vigil,,BYE,,,
2021,101,Consi of 16 #1,Ella Whitaker,,BYE,,,
2021,136,Round of 32,Carson Williams,,BYE,,,
2021,130,Round of 32,Briana Kellin,,BYE,,,
2021,136,Round of 32,Victoria Herrera,St. Mary (W),BYE,,,
2021,130,Round of 32,Teya Villalpando,,BYE,,,
2021,191,Round of 32,Samantha Ruano,,BYE,,,
2021,143,Consi of 16 #1,Emily Lorring,Providence (W),BYE,,,
2021,143,Round of 32,Joylynn Wegman,,BYE,,,
2021,170,Consi of 16 #1,,,BYE,,,
2021,170,Consi of 16 #1,,,BYE,,,
2021,170,Consi of 16 #2,Kiya Jones,Baker (W),BYE,,,
2021,130,Consi of 16 #1,Cassidy Anderson,Central Christian (W),BYE,,,
2021,191,Consi of 16 #1,Elizabeth Hubbard,,BYE,,,
2021,191,Consi of 16 #1,Martha Vizcarra,,BYE,,,
2021,170,Round of 32,Kiya Jones,Baker (W),BYE,,,
2021,191,Round of 32,Daniella Seely,,BYE,,,
2021,116,Round of 32,Emily Fergeson,,BYE,,,
2021,170,Round of 32,Danielle Saldivar,,BYE,,,
2021,191,Round of 32,MaQuoia Bernabe,,BYE,,,
2021,170,Round of 32,Shania Gowan,,BYE,,,
2021,130,Round of 32,Riley Dalrymple,,BYE,,,
2021,191,Consi of 16 #1,,,BYE,,,
2021,136,Consi of 16 #1,Tayler Hayase,Midland (W),BYE,,,
2021,109,Consi of 16 #1,Lisa Megargee,Eastern Oregon (W),BYE,,,
2021,116,Round of 32,Valeria Davilla,Wayland Baptist (W),BYE,,,
2021,101,Round of 32,Whitley Blake,Indiana Tech,BYE,,,
2021,170,Consi of 16 #2,Olivia Ricci,,BYE,,,
2021,101,Round of 32,Angelina Casteneda,,BYE,,,
2021,116,Round of 32,Diana Leyva,York (W),BYE,,,
2021,170,Round of 32,Jordan Nelson,,BYE,,,
2021,130,Round of 32,Sophia Smith,,BYE,,,
2021,101,Consi of 16 #1,Ira Navarro,,BYE,,,
2021,143,Consi of 16 #1,Alexandrea Banag,Lyon (W),BYE,,,
2021,170,Consi of 16 #1,,,BYE,,,
2021,101,Round of 32,Brooke Burrows,Corban,BYE,,,
2021,155,Round of 32,Dempsi Talkington,,BYE,,,
2021,101,Consi of 16 #1,,,BYE,,,
2021,170,Round of 32,Jasmin Ballesteros,Midland (W),BYE,,,
2021,170,Consi of 16 #1,Bailey Dennis,Southern Oregon (W),BYE,,,
2021,170,Consi of 16 #2,Michelle Kamyshin,,BYE,,,
2021,191,Round of 32,Olivia Robinson,,BYE,,,
2021,136,Round of 32,Rebekah Garcia,,BYE,,,
2021,136,Consi of 16 #1,Andrea Montoya,Central Methodist (W),BYE,,,
2021,101,Round of 32,Esthella Trevino,,BYE,,,
2021,136,Consi of 16 #1,Luisita Jara,,BYE,,,
2021,191,Consi of 16 #1,Charity Goldsmith-Ding,,BYE,,,
2021,170,Round of 32,Yahaira Vargas,,BYE,,,
2021,130,Consi of 16 #1,Corinne Robertson,Ottawa (W),BYE,,,
2021,191,Round of 32,Victoria Hinojo,,BYE,,,
2021,170,Consi of 16 #1,Jessica Valadez,St. Mary (W),BYE,,,
2021,101,Round of 32,Destiny Shelton,,BYE,,,
2021,116,Consi of 16 #1,Cora Johnson,,BYE,,,
2021,116,Consi of 16 #1,jasmine alexander,Grand View (W),BYE,,,
2021,101,Round of 32,Caryssa Aguirre,,BYE,,,
2021,191,Consi of 16 #2,Jythssel Mascorro,,BYE,,,
2021,136,Round of 32,Jaimes Clark,Baker (W),BYE,,,
2021,130,Consi of 16 #1,Willow Barnes,Missouri Valley (W),BYE,,,
2021,143,Round of 32,Jenna Awana,,BYE,,,
2021,136,Round of 32,Desiree Zavala,,BYE,,,
2021,109,Consi of 16 #1,Ann Marie	Hidalgo,,BYE,,,
2021,101,Consi of 16 #1,Angelique Cervantes,Life Pacific (W),BYE,,,
2021,191,Consi of 16 #1,Serena Sanchez,,BYE,,,
2021,130,Consi of 16 #1,Brooke Cicierski,,BYE,,,
2021,170,Round of 32,Kassandra Lindemann,,BYE,,,
2021,136,Round of 32,Allyson Arrington,,BYE,,,
2021,170,Round of 32,Sabrina Perez,,BYE,,,
2021,116,Round of 32,Peyton Prussin,,BYE,,,
2021,116,Consi of 16 #1,Brooklyn Hermel,,BYE,,,
2021,130,Round of 32,Autumn Barela,,BYE,,,
2021,136,Consi of 16 #1,Angelina Prado,,BYE,,,
2021,143,Round of 32,Maryellen Lafferty,Texas Wesleyan (W),BYE,,,
2021,109,Round of 32,Mia Arceneaux,,BYE,,,
2021,109,Consi of 16 #1,Michaela Childs,,BYE,,,
2021,101,Round of 32,Kassidy Ramirez,Lyon (W),BYE,,,
2021,170,Round of 32,Olivia Ricci,Wayland Baptist (W),BYE,,,
2021,191,Round of 32,Elisa Robinson,,BYE,,,
2021,191,Round of 32,larissa ramos,Central Christian (W),BYE,,,
2021,191,Consi of 16 #1,Ariana Pereria,Cumberlands (W),BYE,,,
2021,170,Round of 32,Mahealani Ramirez,Missouri Valley (W),BYE,,,
2021,143,Consi of 16 #1,Makia English,St. Mary (W),BYE,,,
2021,155,Consi of 16 #1,Sitilaly Sanchez,Life Pacific (W),BYE,,,
2021,116,Round of 32,Josie Bartishofski,,BYE,,,
2021,143,Round of 32,Kimberly Pollak,Hastings,BYE,,,
2021,109,Round of 32,Macie Stewart,,BYE,,,
2021,101,Round of 32,Karly Scott,,BYE,,,
2021,101,Consi of 16 #1,Audree Garcia,,BYE,,,
2021,130,Consi of 16 #1,Emily Alderman,,BYE,,,
2021,136,Consi of 16 #1,Ashlee Palimo'o,Midland (W),BYE,,,
2021,170,Consi of 16 #1,Jordan Roberts,Missouri Baptist (W),BYE,,,
2021,130,Consi of 16 #1,MikaRae Mauldin,York (W),BYE,,,
2021,170,Consi of 16 #1,,,BYE,,,
2021,170,Consi of 16 #2,Kassandra Lindemann,Grand View (W),BYE,,,
2021,170,Consi of 16 #1,Catherine McNulty,Indiana Tech,BYE,,,
2019,191,Finals,Paige Baynes,Wayland Baptist University,VSU1,7-5 6:00,Chi Chi Nwankwo,Oklahoma City University
2019,170,Finals,Dymond Guilford,Missouri Baptist University,VFA,2:36,Precious Bell,Menlo College
2019,155,Finals,Iman Kazem,Menlo College,VFA,0:39 2-0,Anna Naylor,University of Cumberlands
2019,143,Finals,Marilyn Garcia,Menlo College,VSU,2-0 6:00,Angela Peralta,Menlo College
2019,136,Finals,Solin Piearcy,Menlo College,VSU1,8-1 6:00,Erica Sotelo,Life University
2019,130,Finals,Andribeth Rivera,Campbellsville University,VFA,1:47 6-2,Cara Romeike,University of Jamestown
2019,123,Finals,Tiana jackson,Menlo College,VSU1,5-2 6:00,Koral Sugiyama,Campbellsville University
2019,116,Finals,Jathiya Isaac,Wayland Baptist University,VSU1,3-2 6:00,Gracie Figueroa,Menlo College
2019,109,Finals,Alleida Martinez,Menlo College,VFA,3:22 10-0,Mckayla Campbell,Campbellsville University
2019,101,Finals,Asia Ray,Wayland Baptist University,VSU1,8-1 6:00,Nina Pham,Wayland Baptist University
2019,191,3rd Place,Leilani Camargo-Naone,Midland University,VPO1,6-5,Agatha Andrews,University of Jamestown
2019,191,5th Place,Alexandra Castillo,Campbellsville University,VPO1,8-2,Jesse Kirby,University of Cumberlands
2019,191,7th Place,Emily Sandoval,Menlo College,VSU,10-0 0:33,Angel Ochoa,Missouri Baptist University
2019,170,7th Place,Payton Rigert,University of Cumberlands,VPO1,8-6,Alyssa Schrull,University of Jamestown
2019,170,3rd Place,Rachel Watters,Oklahoma City University,VPO1,4-4,Mariah Harris,Campbellsville University
2019,170,5th Place,Jordan Nelson,Life University,VSU1,12-1 5:58,Kenya-Lee Sloan,Campbellsville University
2019,143,3rd Place,Margaret Douma,Oklahoma City University,VFA,1:21 4-0,Zoe Wight,Life University
2019,155,7th Place,Sierra Talmadge,University of Jamestown,VPO1,4-3,Isabella Ricchiazzi,University of Cumberlands
2019,136,3rd Place,Destiny Lyng,Oklahoma City University,VSU,10-0 3:00,Bridgette Duty,University of Cumberlands
2019,155,5th Place,Destinee Rivera,Life University,VPO1,4-1,Gabriela Hunter,Midland University
2019,130,3rd Place,Sydney Freund,Oklahoma City University,VPO1,2-1,Anesia Ramirez,Southern Oregon
2019,143,7th Place,Joy Muniz,University of Jamestown,VFA,2:07 7-0,Morgan Shines,Life University
2019,136,7th Place,Brittany Woods-Orrison,Menlo College,VFA,4:25 7-4,Sophia Carson,Campbellsville University
2019,136,5th Place,Akina Yamada,Waldorf University,VFA,1:57 8-2,Elissa Douglass,Lyon College
2019,123,3rd Place,Dajan Treder,University of Providence,VPO1,8-4,Macy Higa,Eastern Oregon University
2019,130,7th Place,Breanna Dudoit-Vasquez,Wayland Baptist University,VSU,10-0 3:23,Aysia Cortez,Life University
2019,130,5th Place,Julissa Taitano,Southern Oregon,VPO1,14-9,Jocelyn Murphy,Missouri Valley College
2019,116,3rd Place,Cassidy Jasperson,Oklahoma City University,VSU,12-0 6:00,Madison Angelito,University of Cumberlands
2019,123,7th Place,ARIANNA MARRUFO,University of Jamestown,VPO1,6-5,Daniela Flores,Oklahoma City University
2019,123,5th Place,Alanah Vetterick,Midland University,VFA,3:52 4-4,Victoria Norris,Ottawa University
2019,109,3rd Place,Tyesha Topps,Life University,VPO1,6-2,RAVEN GUIDRY,Oklahoma City University
2019,116,7th Place,Chelsea Dionisio,University of Jamestown,VSU,10-0 4:46,Jamayia Blackston,University of Jamestown
2019,116,5th Place,Glory Konecny,Southern Oregon,VFA,3:35 8-2,Taryn Ichimura,Menlo College
2019,109,7th Place,Diana Leyva,Waldorf University,VSU1,14-1 4:24,Alessia Cokeley,Ottawa University
2019,109,5th Place,Brianna Leong,Lyon College,VFA,1:22 8-0,Cassidy Freeman,Eastern Oregon University
2019,101,3rd Place,Junnette Caldera,University of Jamestown,VFA,3:30 7-8,Hiba Salem,Menlo College
2019,101,5th Place,Jessica Rodriguez,University of Cumberlands,VFA,1:50 8-0,Kassidy Ramirez,Lyon College
2019,101,7th Place,Faye Cherrier,Life University,VIN,Amber,Garriga,Life University
2019,143,5th Place,Sienna Ramirez,Southern Oregon,VIN,Cierra,Foster,Oklahoma City University
2019,191,Consi-Semis,Agatha Andrews,University of Jamestown,VFA,4:28 8-6,Jesse Kirby,University of Cumberlands
2019,155,3rd Place,Myranda Velazquez,University of Jamestown,VSU,Shamera,McTier,Missouri Valley College
2019,170,Consi-Semis,Rachel Watters,Oklahoma City University,VSU1,12-1 4:49,Jordan Nelson,Life University
2019,170,Consi-Semis,Mariah Harris,Campbellsville University,VPO1,5-4,Kenya-Lee Sloan,Campbellsville University
2019,191,Consi-Semis,Leilani Camargo-Naone,Midland University,VPO1,6-4,Alexandra Castillo,Campbellsville University
2019,155,Consi-Semis,Shamera McTier,Missouri Valley College,VSU,10-0 4:39,Destinee Rivera,Life University
2019,136,Consi-Semis,Destiny Lyng,Oklahoma City University,VPO1,9-6,Elissa Douglass,Lyon College
2019,155,Consi-Semis,Myranda Velazquez,University of Jamestown,VSU,10-0 1:51,Gabriela Hunter,Midland University
2019,143,Consi-Semis,Margaret Douma,Oklahoma City University,VPO1,6-6,Sienna Ramirez,Southern Oregon
2019,143,Consi-Semis,Zoe Wight,Life University,VSU1,12-2 4:51,Cierra Foster,Oklahoma City University
2019,130,Consi-Semis,Sydney Freund,Oklahoma City University,VSU1,11-3 6:00,Julissa Taitano,Southern Oregon
2019,136,Consi-Semis,Bridgette Duty,University of Cumberlands,VSU1,12-2 3:25,Akina Yamada,Waldorf University
2019,130,Consi-Semis,Anesia Ramirez,Southern Oregon,VSU1,18-7 4:35,Jocelyn Murphy,Missouri Valley College
2019,116,Consi-Semis,Madison Angelito,University of Cumberlands,VSU,11-0 6:00,Glory Konecny,Southern Oregon
2019,123,Consi-Semis,Macy Higa,Eastern Oregon University,VFA,1:33 4-4,Victoria Norris,Ottawa University
2019,116,Consi-Semis,Cassidy Jasperson,Oklahoma City University,VFA,0:55 4-0,Taryn Ichimura,Menlo College
2019,123,Consi-Semis,Dajan Treder,University of Providence,VFA,1:00 4-0,Alanah Vetterick,Midland University
2019,109,Consi-Semis,Tyesha Topps,Life University,VSU,11-0 2:31,Cassidy Freeman,Eastern Oregon University
2019,109,Consi-Semis,RAVEN GUIDRY,Oklahoma City University,VPO1,4-4,Brianna Leong,Lyon College
2019,101,Consi-Semis,Hiba Salem,Menlo College,VSU,13-0 3:00,Jessica Rodriguez,University of Cumberlands
2019,170,Semi-Finals,Precious Bell,Menlo College,VPO,4-0,Mariah Harris,Campbellsville University
2019,191,Semi-Finals,Paige Baynes,Wayland Baptist University,VSU1,8-2 6:00,Agatha Andrews,University of Jamestown
2019,101,Consi-Semis,Junnette Caldera,University of Jamestown,VFA,2:43 12-4,Kassidy Ramirez,Lyon College
2019,191,Consi of 4,Alexandra Castillo,Campbellsville University,VPO1,11-4,Emily Sandoval,Menlo College
2019,155,Semi-Finals,Anna Naylor,University of Cumberlands,VPO1,16-7,Shamera McTier,Missouri Valley College
2019,191,Semi-Finals,Chi Chi Nwankwo,Oklahoma City University,VFA,1:22 8-0,Leilani Camargo-Naone,Midland University
2019,170,Semi-Finals,Dymond Guilford,Missouri Baptist University,VSU,10-0 4:36,Rachel Watters,Oklahoma City University
2019,191,Consi of 4,Jesse Kirby,University of Cumberlands,VFA,0:55 4-0,Angel Ochoa,Missouri Baptist University
2019,170,Consi of 4,Jordan Nelson,Life University,VPO,4-0,Payton Rigert,University of Cumberlands
2019,170,Consi of 4,Kenya-Lee Sloan,Campbellsville University,VFA,2:15 6-4,Alyssa Schrull,University of Jamestown
2019,155,Semi-Finals,Iman Kazem,Menlo College,VFA,1:00 6-0,Gabriela Hunter,Midland University
2019,155,Consi of 4,Destinee Rivera,Life University,VPO1,2-1,Isabella Ricchiazzi,University of Cumberlands
2019,143,Semi-Finals,Angela Peralta,Menlo College,VPO,7-0,Cierra Foster,Oklahoma City University
2019,143,Semi-Finals,Marilyn Garcia,Menlo College,VPO1,8-1,Margaret Douma,Oklahoma City University
2019,155,Consi of 4,Myranda Velazquez,University of Jamestown,VFA,2:24 8-0,Sierra Talmadge,University of Jamestown
2019,143,Consi of 4,Sienna Ramirez,Southern Oregon,VFA,1:17 4-0,Joy Muniz,University of Jamestown
2019,143,Consi of 4,Zoe Wight,Life University,VSU,11-0 3:15,Morgan Shines,Life University
2019,136,Consi of 4,Akina Yamada,Waldorf University,VSU1,14-2 4:57,Brittany Woods-Orrison,Menlo College
2019,136,Semi-Finals,Erica Sotelo,Life University,VPO,7-0,Elissa Douglass,Lyon College
2019,136,Consi of 4,Destiny Lyng,Oklahoma City University,VFA,4:47 10-0,Sophia Carson,Campbellsville University
2019,130,Consi of 4,Jocelyn Murphy,Missouri Valley College,VFA,3:50 7-12,Breanna Dudoit-Vasquez,Wayland Baptist University
2019,130,Semi-Finals,Cara Romeike,University of Jamestown,VFA,2:31 5-0,Julissa Taitano,Southern Oregon
2019,136,Semi-Finals,Solin Piearcy,Menlo College,VPO1,9-4,Bridgette Duty,University of Cumberlands
2019,130,Consi of 4,Sydney Freund,Oklahoma City University,VPO,6-0,Aysia Cortez,Life University
2019,123,Semi-Finals,Koral Sugiyama,Campbellsville University,VPO1,5-2,Dajan Treder,University of Providence
2019,123,Consi of 4,Macy Higa,Eastern Oregon University,VSU1,12-2 5:45,Daniela Flores,Oklahoma City University
2019,123,Consi of 4,Alanah Vetterick,Midland University,VFA,2:12 2-0,ARIANNA MARRUFO,University of Jamestown
2019,130,Semi-Finals,Andribeth Rivera,Campbellsville University,VSU,10-0 1:27,Anesia Ramirez,Southern Oregon
2019,123,Semi-Finals,Tiana jackson,Menlo College,VPO,11-0,Victoria Norris,Ottawa University
2019,116,Consi of 4,Madison Angelito,University of Cumberlands,VSU,11-0 5:11,Jamayia Blackston,University of Jamestown
2019,116,Consi of 4,Taryn Ichimura,Menlo College,VPO1,12-5,Chelsea Dionisio,University of Jamestown
2019,116,Semi-Finals,Jathiya Isaac,Wayland Baptist University,VSU,10-0 3:49,Glory Konecny,Southern Oregon
2019,109,Semi-Finals,Mckayla Campbell,Campbellsville University,VSU1,12-2 3:16,RAVEN GUIDRY,Oklahoma City University
2019,116,Semi-Finals,Gracie Figueroa,Menlo College,VFA,2:32 11-0,Cassidy Jasperson,Oklahoma City University
2019,109,Consi of 4,Brianna Leong,Lyon College,VSU,10-0 2:08,Alessia Cokeley,Ottawa University
2019,109,Consi of 4,Cassidy Freeman,Eastern Oregon University,VFA,1:13 2-0,Diana Leyva,Waldorf University
2019,101,Consi of 4,Kassidy Ramirez,Lyon College,VPO1,12-4,Amber Garriga,Life University
2019,101,Consi of 4,Jessica Rodriguez,University of Cumberlands,VSU,11-0 5:33,Faye Cherrier,Life University
2019,101,Semi-Finals,Nina Pham,Wayland Baptist University,VSU1,12-1 5:08,Hiba Salem,Menlo College
2019,109,Semi-Finals,Alleida Martinez,Menlo College,VFA,1:42 6-0,Tyesha Topps,Life University
2019,101,Semi-Finals,Asia Ray,Wayland Baptist University,VFA,2:34 2-2,Junnette Caldera,University of Jamestown
2019,191,Consi of 8 #2,Alexandra Castillo,Campbellsville University,VSU,10-0 5:24,Tristyn Borden,Southern Oregon
2019,170,Consi of 8 #2,Jordan Nelson,Life University,VSU,10-0 2:21,Karrah Smith,Southern Oregon
2019,191,Consi of 8 #2,Angel Ochoa,Missouri Baptist University,VFA,0:46 8-0,Madisen Bozovich,Eastern Oregon University
2019,191,Consi of 8 #2,Jesse Kirby,University of Cumberlands,VFA,0:42 8-0,Maranda Dornan,Ottawa University
2019,155,Consi of 8 #2,Sierra Talmadge,University of Jamestown,VPO1,12-2,Pella Wisniowski,Central Christian College of Kansas
2019,170,Consi of 8 #2,Payton Rigert,University of Cumberlands,VFA,4:35 4-0,Latiana Tauaese,Southern Oregon
2019,191,Consi of 8 #2,Emily Sandoval,Menlo College,VFA,0:55 4-2,Serena Sanchez,Midland University
2019,155,Consi of 8 #2,Myranda Velazquez,University of Jamestown,VSU,10-0 0:56,Alexia Foca,Campbellsville University
2019,170,Consi of 8 #2,Kenya-Lee Sloan,Campbellsville University,VFA,5:00 8-3,stephanie pantoja,Life University
2019,143,Consi of 8 #2,Joy Muniz,University of Jamestown,VSU,10-0 5:42,LoriAnn Archuleta,Missouri Valley College
2019,155,Consi of 8 #2,Destinee Rivera,Life University,VPO,10-0,Renay Monohan,Eastern Oregon University
2019,155,Consi of 8 #2,Isabella Ricchiazzi,University of Cumberlands,VSU1,12-1 5:25,Brighton Hutton,Missouri Baptist University
2019,143,Consi of 8 #2,Sienna Ramirez,Southern Oregon,VFA,2:06 4-0,Andrea Prince,University of Jamestown
2019,143,Consi of 8 #2,Morgan Shines,Life University,VPO,9-0,Lyric Gonsalves,Ottawa University
2019,136,Consi of 8 #2,Akina Yamada,Waldorf University,VPO1,10-6,Abnelis Yambo,Brewton-Parker College
2019,136,Consi of 8 #2,Brittany Woods-Orrison,Menlo College,VFA,2:43 7-7,Alexandra Banag,Lyon College
2019,143,Consi of 8 #2,Zoe Wight,Life University,VSU,10-0 0:55,Kylie Godinez,University of Cumberlands
